NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,Timepoint,Treatment,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2,description,timepoint,accession
2002_ATAC_ITS2,HP245,2002_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2002,12 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP245_S103_L001_R1_001.fastq.gz,HP245_S103_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362837
2210_HTHC_ITS2,HP246,2210_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2210,0 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP246_S115_L001_R1_001.fastq.gz,HP246_S115_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362838
1641_ATAC_ITS2,HP120,1641_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii HIMB,1641,8 week,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP120_S39_L001_R1_001.fastq.gz,HP120_S39_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 8 week,at 8 week,SAMN21362839
1145_HTHC_ITS2,HP247,1145_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1145,0 hour,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP247_S127_L001_R1_001.fastq.gz,HP247_S127_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362840
1207_ATHC_ITS2,HP248,1207_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1207,0 hour,ATHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP248_S139_L001_R1_001.fastq.gz,HP248_S139_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362841
1652_ATAC_ITS2,HP249,1652_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1652,0 hour,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP249_S151_L001_R1_001.fastq.gz,HP249_S151_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362842
1218_ATHC_ITS2,HP250,1218_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1218,0 hour,ATHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP250_S163_L001_R1_001.fastq.gz,HP250_S163_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362843
1037_ATAC_ITS2,HP251,1037_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1037,0 hour,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP251_S175_L001_R1_001.fastq.gz,HP251_S175_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362844
1701_HTAC_ITS2,HP252,1701_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,1701,12 hour,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP252_S187_L001_R1_001.fastq.gz,HP252_S187_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362845
1581_HTAC_ITS2,HP253,1581_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1581,12 hour,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP253_S104_L001_R1_001.fastq.gz,HP253_S104_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362846
1328_HTHC_ITS2,HP254,1328_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1328,12 hour,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP254_S116_L001_R1_001.fastq.gz,HP254_S116_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362847
1706_ATHC_ITS2,HP255,1706_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.11.13,1706,30 hour,ATHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP255_S128_L001_R1_001.fastq.gz,HP255_S128_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362848
2554_ATHC_ITS2,HP121,2554_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-17,USA: Hawaii Reef.18,2554,8 week,ATHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP121_S51_L001_R1_001.fastq.gz,HP121_S51_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 8 week,at 8 week,SAMN21362849
1059_ATAC_ITS2,HP256,1059_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1059,30 hour,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP256_S140_L001_R1_001.fastq.gz,HP256_S140_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362850
2087_HTHC_ITS2,HP257,2087_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii HIMB,2087,30 hour,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP257_S152_L001_R1_001.fastq.gz,HP257_S152_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362851
1594_ATAC_ITS2,HP122,1594_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.35.36,1594,6 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP122_S63_L001_R1_001.fastq.gz,HP122_S63_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362852
1548_ATAC_ITS2,HP258,1548_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1548,6 hour,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP258_S164_L001_R1_001.fastq.gz,HP258_S164_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362853
1449_HTHC_ITS2,HP259,1449_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Lilipuna.Fringe,1449,30 hour,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP259_S176_L001_R1_001.fastq.gz,HP259_S176_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362854
1642_HTAC_ITS2,HP260,1642_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii HIMB,1642,6 hour,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP260_S188_L001_R1_001.fastq.gz,HP260_S188_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362855
1707_HTAC_ITS2,HP261,1707_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1707,30 hour,HTAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP261_S105_L001_R1_001.fastq.gz,HP261_S105_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362856
1563_ATAC_ITS2,HP262,1563_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Lilipuna.Fringe,1563,30 hour,ATAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP262_S117_L001_R1_001.fastq.gz,HP262_S117_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362857
2212_ATHC_ITS2,HP263,2212_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.35.36,2212,30 hour,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP263_S129_L001_R1_001.fastq.gz,HP263_S129_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362858
1205_ATHC_ITS2,HP123,1205_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii Reef.35.36,1205,8 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP123_S75_L001_R1_001.fastq.gz,HP123_S75_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 8 week,at 8 week,SAMN21362859
1694_HTHC_ITS2,HP264,1694_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.11.13,1694,30 hour,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP264_S141_L001_R1_001.fastq.gz,HP264_S141_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362860
1997_HTAC_ITS2,HP265,1997_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii HIMB,1997,30 hour,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP265_S153_L001_R1_001.fastq.gz,HP265_S153_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362861
2750_ATHC_ITS2,HP266,2750_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2750,6 hour,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP266_S165_L001_R1_001.fastq.gz,HP266_S165_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362862
1281_ATHC_ITS2,HP267,1281_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.35.36,1281,2 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP267_S177_L001_R1_001.fastq.gz,HP267_S177_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362863
1651_ATAC_ITS2,HP268,1651_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1651,12 hour,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP268_S189_L001_R1_001.fastq.gz,HP268_S189_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362864
2306_ATAC_ITS2,HP269,2306_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Reef.18,2306,12 week,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP269_S106_L001_R1_001.fastq.gz,HP269_S106_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362865
1562_HTAC_ITS2,HP270,1562_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.11.13,1562,12 week,HTAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP270_S118_L001_R1_001.fastq.gz,HP270_S118_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362866
1647_HTAC_ITS2,HP271,1647_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii HIMB,1647,12 week,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP271_S130_L001_R1_001.fastq.gz,HP271_S130_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362867
1237_ATHC_ITS2,HP272,1237_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.35.36,1237,12 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP272_S142_L001_R1_001.fastq.gz,HP272_S142_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 week,at 12 week,SAMN21362868
1582_HTAC_ITS2,HP273,1582_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Lilipuna.Fringe,1582,12 week,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP273_S154_L001_R1_001.fastq.gz,HP273_S154_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362869
1178_HTHC_ITS2,HP274,1178_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Lilipuna.Fringe,1178,12 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP274_S166_L001_R1_001.fastq.gz,HP274_S166_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 week,at 12 week,SAMN21362870
1076_ATAC_ITS2,HP275,1076_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.35.36,1076,12 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP275_S178_L001_R1_001.fastq.gz,HP275_S178_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362871
1777_ATAC_ITS2,HP276,1777_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii HIMB,1777,12 week,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP276_S190_L001_R1_001.fastq.gz,HP276_S190_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362872
2879_ATHC_ITS2,HP277,2879_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii HIMB,2879,12 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP277_S107_L001_R1_001.fastq.gz,HP277_S107_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 week,at 12 week,SAMN21362873
2188_ATHC_ITS2,HP278,2188_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.35.36,2188,12 week,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP278_S119_L001_R1_001.fastq.gz,HP278_S119_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 week,at 12 week,SAMN21362874
2668_ATHC_ITS2,HP279,2668_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Lilipuna.Fringe,2668,12 week,ATHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP279_S131_L001_R1_001.fastq.gz,HP279_S131_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 12 week,at 12 week,SAMN21362875
1451_ATHC_ITS2,HP124,1451_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.18,1451,6 week,ATHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP124_S87_L001_R1_001.fastq.gz,HP124_S87_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 week,at 6 week,SAMN21362876
2302_ATAC_ITS2,HP280,2302_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-12-15,USA: Hawaii Reef.18,2302,12 week,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP280_S143_L001_R1_001.fastq.gz,HP280_S143_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362877
