biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SAMN21362932	1332_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP330_S241_L001_R1_001.fastq.gz	HP330_S241_L001_R2_001.fastq.gz				
SAMN21362933	1212_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP331_S250_L001_R1_001.fastq.gz	HP331_S250_L001_R2_001.fastq.gz				
SAMN21362934	2753_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP332_S258_L001_R1_001.fastq.gz	HP332_S258_L001_R2_001.fastq.gz				
SAMN21362935	2513_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP129_S52_L001_R1_001.fastq.gz	HP129_S52_L001_R2_001.fastq.gz				
SAMN21362936	1481_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP333_S198_L001_R1_001.fastq.gz	HP333_S198_L001_R2_001.fastq.gz				
SAMN21362937	1588_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP334_S207_L001_R1_001.fastq.gz	HP334_S207_L001_R2_001.fastq.gz				
SAMN21362938	2511_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP335_S216_L001_R1_001.fastq.gz	HP335_S216_L001_R2_001.fastq.gz				
SAMN21362939	1147_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP336_S225_L001_R1_001.fastq.gz	HP336_S225_L001_R2_001.fastq.gz				
SAMN21362940	1229_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP337_S233_L001_R1_001.fastq.gz	HP337_S233_L001_R2_001.fastq.gz				
SAMN21362941	1689_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP338_S242_L001_R1_001.fastq.gz	HP338_S242_L001_R2_001.fastq.gz				
SAMN21362942	1204_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP339_S251_L001_R1_001.fastq.gz	HP339_S251_L001_R2_001.fastq.gz				
SAMN21362943	1609_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP340_S259_L001_R1_001.fastq.gz	HP340_S259_L001_R2_001.fastq.gz				
SAMN21362944	2534_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP341_S199_L001_R1_001.fastq.gz	HP341_S199_L001_R2_001.fastq.gz				
SAMN21362945	1235_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP130_S64_L001_R1_001.fastq.gz	HP130_S64_L001_R2_001.fastq.gz				
SAMN21362946	2403_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP342_S208_L001_R1_001.fastq.gz	HP342_S208_L001_R2_001.fastq.gz				
SAMN21362947	1321_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP343_S217_L001_R1_001.fastq.gz	HP343_S217_L001_R2_001.fastq.gz				
SAMN21362948	1604_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP344_S226_L001_R1_001.fastq.gz	HP344_S226_L001_R2_001.fastq.gz				
SAMN21362949	1645_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP345_S234_L001_R1_001.fastq.gz	HP345_S234_L001_R2_001.fastq.gz				
SAMN21362950	2067_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP346_S243_L001_R1_001.fastq.gz	HP346_S243_L001_R2_001.fastq.gz				
SAMN21362951	2990_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP347_S252_L001_R1_001.fastq.gz	HP347_S252_L001_R2_001.fastq.gz				
SAMN21362952	2734_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP235_S173_L001_R1_001.fastq.gz	HP235_S173_L001_R2_001.fastq.gz				
SAMN21362953	2986_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP348_S260_L001_R1_001.fastq.gz	HP348_S260_L001_R2_001.fastq.gz				
SAMN21362954	2153_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP349_S200_L001_R1_001.fastq.gz	HP349_S200_L001_R2_001.fastq.gz				
SAMN21362955	1141_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP131_S76_L001_R1_001.fastq.gz	HP131_S76_L001_R2_001.fastq.gz				
SAMN21362956	1467_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP350_S209_L001_R1_001.fastq.gz	HP350_S209_L001_R2_001.fastq.gz				
SAMN21362957	2386_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP104_S37_L001_R1_001.fastq.gz	HP104_S37_L001_R2_001.fastq.gz				
SAMN21362958	1095_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP132_S88_L001_R1_001.fastq.gz	HP132_S88_L001_R2_001.fastq.gz				
SAMN21362959	1751_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP133_S5_L001_R1_001.fastq.gz	HP133_S5_L001_R2_001.fastq.gz				
SAMN21362960	2304_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP134_S17_L001_R1_001.fastq.gz	HP134_S17_L001_R2_001.fastq.gz				
SAMN21362961	2357_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP105_S49_L001_R1_001.fastq.gz	HP105_S49_L001_R2_001.fastq.gz				
SAMN21362962	1074_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP135_S29_L001_R1_001.fastq.gz	HP135_S29_L001_R2_001.fastq.gz				
SAMN21362963	1148_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP136_S41_L001_R1_001.fastq.gz	HP136_S41_L001_R2_001.fastq.gz				
SAMN21362964	1239_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP351_S218_L001_R1_001.fastq.gz	HP351_S218_L001_R2_001.fastq.gz				
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
