Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME ,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link
SITE 6,Reef.42.43,4,M32,Mcapitata,20180905,1223,3,ATHC,Ambient,High,TP7,Molecular,13:12,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190806,ES,"297, 298",11.9,14.4,9.2,YES,5.99,11.9,**,90,90,95,95,1.071,0.5391,1.368,1.1305,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 1,Lilipuna.Fringe,7,P68,Pacuta,20180908,2409,11,ATHC,Ambient,High,TP7,Molecular,13:39,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190808,ES,"323, 324",73.5,46.1,8.2,YES,55.7,49.9,7.8,90,90,95,95,6.615,5.013,4.3795,4.7405,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-08-Soft-and-Hard-Homogenization-Extractions-%23323-332.md,
SITE 2,HIMB,5,M49,Mcapitata,20180904,2860,11,ATHC,Ambient,High,TP7,Molecular,13:40,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"303, 304",43.5,45.1,9.1,YES,17.75,23.7,9,90,90,95,95,3.915,1.5975,4.2845,2.2515,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 2,HIMB,2,M18,Mcapitata,20180904,2875,12,ATHC,Ambient,High,TP7,Molecular,13:43,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190806,ES,"301, 302",29,26.3,8.7,YES,11.35,17.9,8.7,90,90,95,95,2.61,1.0215,2.4985,1.7005,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 2,HIMB,1,P1,Pacuta,20180905,2878,12,ATHC,Ambient,High,TP7,Molecular,13:41,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"319, 320",48.1,58.9,8.2,YES,48.7,50.3,7.9,90,90,95,95,4.329,4.383,5.5955,4.7785,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 3,Reef.18,3,P23,Pacuta,20180910,1450,3,ATHC,Ambient,High,TP7,Molecular BB,13:11,NA,20181006,Alive,"frag fell out of bag in freezer, defrosted on floor, not sure how long no more then 3 hours ",In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,P39,Pacuta,20180905,1156,3,ATHC,Ambient,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,8,M73,Mcapitata,20180906,1216,3,ATHC,Ambient,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,2,M19,Mcapitata,20180908,1295,3,ATHC,Ambient,High,TP7,Physiology,11:49,Run 2,20181006,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,5,M49,Mcapitata,20180907,1723,12,ATHC,Ambient,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,M32,Mcapitata,20180908,2023,11,ATHC,Ambient,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,P37,Pacuta,20180908,2521,11,ATHC,Ambient,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,8,P71,Pacuta,20180907,2666,11,ATHC,Ambient,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P11,Pacuta,20180906,2728,12,ATHC,Ambient,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,M28,Mcapitata,20180905,2741,11,ATHC,Ambient,High,TP7,Physiology,15:17,Run 4,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P25,Pacuta,20180907,2996,12,ATHC,Ambient,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,M23,Mcapitata,20180906,3000,12,ATHC,Ambient,High,TP7,Physiology,18:07,Run 6,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,P17,Pacuta,20180906,1281,3,ATHC,Ambient,High,TP7,Physiology/Molecular,11:49,Run 2,20181006,Alive,was initially a physiological fragment; used to replace molecular,In Transit to URI 20190207,,20190924,ES,"457, 458",34.1,64.4,8.4,YES,16.7,39.4,NA,90,90,95,95,3.069,1.503,6.118,3.743,Batch3,,
SITE 5,Reef.35.36,2,M19,Mcapitata,20180906,1260,3,ATHC,Ambient,High,TP8,Molecular,13:26,NA,20181020,Alive,,In Freezer at URI,20181210,20190724,ES,"107, 108",19.6,16.8,8.8,YES,11.9,11.1,8.1,90,90,90,90,1.764,1.071,1.512,0.999,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 3,Reef.18,1,P10,Pacuta,20180910,1459,3,ATHC,Ambient,High,TP8,Molecular,13:26,NA,20181020,Alive,,In Freezer at URI,20181210,20190722,ES,"53, 54",57.2,56.7,7,YES,**,33.6,6.9,90,90,90,90,5.148,#VALUE!,5.103,3.024,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 3,Reef.18,7,P66,Pacuta,20180910,2564,12,ATHC,Ambient,High,TP8,Molecular,13:44,NA,20181020,Alive,combined E1/E2 hard DNA 140; RNA in 2 equal volume elutions,In Freezer at URI,20181210,20190726,ES,"139, 140",34.1,11.2,6.8,YES,57.5,14.8,7.8,40,40,90,90,1.364,2.3,1.008,1.332,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,
SITE 6,Reef.42.43,7,M68,Mcapitata,20180905,2735,11,ATHC,Ambient,High,TP8,Molecular,13:39,NA,20181020,Alive,"re-extracted (185, 186, 553, 554)",In Freezer at URI,20181210,20191111,ES,"553, 554",27.8,14.3,9.1,YES,16.3,10.2,NA,90,90,95,95,2.502,1.467,1.3585,0.969,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 6,Reef.42.43,6,M53,Mcapitata,20180905,2753,12,ATHC,Ambient,High,TP8,Molecular,13:44,NA,20181020,Alive,"re-extracted (127, 128, 649, 650)",In Freezer at URI,20181210,20191205,MS,"649, 650",46,28.6,8.9,YES,17.9,11,NA,90,90,90,90,4.14,1.611,2.574,0.99,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 2,HIMB,4,P36,Pacuta,20180905,2861,11,ATHC,Ambient,High,TP8,Molecular,13:38,NA,20181020,Alive,,In Freezer at URI,20181210,20190730,ES,"161, 162",34.4,82.3,7.8,YES,25.3,56.2,7.7,90,90,90,90,3.096,2.277,7.407,5.058,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 4,Reef.11.13,6,P54,Pacuta,20180907,1194,3,ATHC,Ambient,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,P72,Pacuta,20180908,1217,3,ATHC,Ambient,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,7,M67,Mcapitata,20180904,1226,3,ATHC,Ambient,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,M56,Mcapitata,20180910,1498,3,ATHC,Ambient,High,TP8,Physiology,11:26,Run 2,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,M32,Mcapitata,20180907,1695,11,ATHC,Ambient,High,TP8,Physiology,13:52,Run 4,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,8,P72,Pacuta,20180906,1908,11,ATHC,Ambient,High,TP8,Physiology,13:52,Run 4,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M1,Mcapitata,20180906,2070,11,ATHC,Ambient,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,P27,Pacuta,20180910,2530,11,ATHC,Ambient,High,TP8,Physiology,13:52,Run 4,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,5,M50,Mcapitata,20180905,2749,12,ATHC,Ambient,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,8,P72,Pacuta,20180905,2858,12,ATHC,Ambient,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M52,Mcapitata,20180904,2863,12,ATHC,Ambient,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,P31,Pacuta,20180905,2882,12,ATHC,Ambient,High,TP8,Physiology,16:17,Run 6,20181020,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,M4,Mcapitata,20180905,1148,3,ATHC,Ambient,High,TP9,Molecular,13:24,NA,20181103,Alive,,In Freezer at URI,20181127,20190724,ES,"99, 100",59.2,26.1,8.5,YES,28,15,8.5,90,90,90,90,5.328,2.52,2.349,1.35,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 3,Reef.18,3,P22,Pacuta,20180910,1451,3,ATHC,Ambient,High,TP9,Molecular,13:24,NA,20181103,Alive,,In Freezer at URI,20181127,20190720,ES,"49, 50",39.3,29,7.7,YES,39.5,45.7,7.7,90,90,90,90,3.537,3.555,2.61,4.113,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,
SITE 2,HIMB,5,M46,Mcapitata,20180904,2862,11,ATHC,Ambient,High,TP9,Molecular,13:16,NA,20181103,Alive,,In Freezer at URI,20181127,20190724,ES,"105, 106",30.2,20.9,8.8,YES,24,14.2,8.9,90,90,90,90,2.718,2.16,1.881,1.278,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 2,HIMB,1,P7,Pacuta,20180905,2873,11,ATHC,Ambient,High,TP9,Molecular,13:15,NA,20181103,Alive,phys no weigh; need to confirm in tank,In Freezer at URI,20181127,20190730,ES,"155, 156",70.1,92.7,8.8,YES,44.2,55.7,7,90,90,95,95,6.309,3.978,8.8065,5.2915,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 5,Reef.35.36,4,P35,Pacuta,20180906,2979,12,ATHC,Ambient,High,TP9,Molecular,13:13,NA,20181103,Alive,,In Freezer at URI,20181127,20190722,ES,"59, 60",19.1,36.4,7.6,YES,32.2,26,6.8,90,90,90,90,1.719,2.898,3.276,2.34,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 4,Reef.11.13,8,M73,Mcapitata,20180907,2995,12,ATHC,Ambient,High,TP9,Molecular,13:11,NA,20181103,Alive,,In Freezer at URI,20181127,20190729,ES,"149, 150",11.25,16.9,8.2,YES,8.99,10.6,8.3,40,40,95,95,0.45,0.3596,1.6055,1.007,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-29-Soft-and-Hard-Homogenization-Extractions-%23147-154.md,
SITE 6,Reef.42.43,3,M26,Mcapitata,20180905,1136,3,ATHC,Ambient,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,5,P41,Pacuta,20180905,1224,3,ATHC,Ambient,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,P59,Pacuta,20180905,1256,3,ATHC,Ambient,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,M53,Mcapitata,20180910,1541,3,ATHC,Ambient,High,TP9,Physiology,11:16,Run 2,20181103,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,P38,Pacuta,20180908,2541,11,ATHC,Ambient,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,M40,Mcapitata,20180910,2552,11,ATHC,Ambient,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,P65,Pacuta,20180905,2729,11,ATHC,Ambient,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M2,Mcapitata,20180906,2732,11,ATHC,Ambient,High,TP9,Physiology,13:50,Run 4,20181103,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,P9,Pacuta,20180906,2853,12,ATHC,Ambient,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,8,M71,Mcapitata,20180904,2867,12,ATHC,Ambient,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M26,Mcapitata,20180910,2989,12,ATHC,Ambient,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,P57,Pacuta,20180908,2992,12,ATHC,Ambient,High,TP9,Physiology,16:15,Run 6,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,5,M48,Mcapitata,20180907,1204,3,ATHC,Ambient,High,TP10,Molecular,13:11,NA,20181117,Alive,"re-extracted (145, 146, 571, 572, 665, 666); RNA in 2 equal volume elutions in 145, 146",In Freezer at URI,20181127,20191208,ES,"665, 666",34.9,30.7,8.3,YES,18.85,10.7,NA,90,90,95,95,3.141,1.6965,2.9165,1.0165,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,
SITE 5,Reef.35.36,6,P51,Pacuta,20180906,1205,3,ATHC,Ambient,High,TP10,Molecular,13:11,NA,20181117,Alive,,In Freezer at URI,20181127,20190720,ES,"45, 46",34.6,59.4,7.3,YES,27.3,45.4,7,90,90,90,90,3.114,2.457,5.346,4.086,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,
SITE 5,Reef.35.36,1,P10,Pacuta,20180906,2197,11,ATHC,Ambient,High,TP10,Molecular,13:40,NA,20181117,Alive,,In Freezer at URI,20181127,20190729,ES,"151, 152",40.3,70.2,8.6,YES,25.4,47.8,8.3,40,40,95,95,1.612,1.016,6.669,4.541,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-29-Soft-and-Hard-Homogenization-Extractions-%23147-154.md,
SITE 3,Reef.18,7,P69,Pacuta,20180910,2550,12,ATHC,Ambient,High,TP10,Molecular,13:45,NA,20181117,Alive,,In Freezer at URI,20181127,20190724,ES,"117, 118",38.6,47,8.6,YES,60.4,42.8,8.3,90,90,90,90,3.474,5.436,4.23,3.852,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-24-Soft-and-Hard-Homogenization-Extractions-%2391-118.md,
SITE 3,Reef.18,6,M57,Mcapitata,20180910,2554,12,ATHC,Ambient,High,TP10,Molecular,13:44,NA,20181117,Alive,,In Freezer at URI,20181127,20190720,ES,"41, 42",58.3,27.6,9.1,YES,31.2,23,8.6,90,90,90,90,5.247,2.808,2.484,2.07,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,
SITE 5,Reef.35.36,2,M14,Mcapitata,20180906,2737,11,ATHC,Ambient,High,TP10,Molecular,13:43,NA,20181117,Alive,"re-extracted (165, 166, 595, 596)",In Freezer at URI,20181127,20191125,MS,"595, 596",22.1,19.5,8.9,YES,12.05,11.6,NA,90,90,95,95,1.989,1.0845,1.8525,1.102,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 1,Lilipuna.Fringe,4,P32,Pacuta,20180908,1214,3,ATHC,Ambient,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,P25,Pacuta,20180905,1249,3,ATHC,Ambient,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,2,M14,Mcapitata,20180908,1300,3,ATHC,Ambient,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,1,M6,Mcapitata,20180910,1538,3,ATHC,Ambient,High,TP10,Physiology,11:11,Run 2,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M51,Mcapitata,20180907,2044,12,ATHC,Ambient,High,TP10,Physiology,16:31,Run 6,20181117,Alive,phys no weigh,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,P3,Pacuta,20180906,2075,11,ATHC,Ambient,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,M24,Mcapitata,20180905,2211,11,ATHC,Ambient,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,M72,Mcapitata,20180908,2397,11,ATHC,Ambient,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,P71,Pacuta,20180908,2519,11,ATHC,Ambient,High,TP10,Physiology,13:53,Run 4,20181117,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,M34,Mcapitata,20180904,2869,12,ATHC,Ambient,High,TP10,Physiology,16:31,Run 6,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,P63,Pacuta,20180908,2997,12,ATHC,Ambient,High,TP10,Physiology,16:31,Run 6,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,P7,Pacuta,20180907,2998,12,ATHC,Ambient,High,TP10,Physiology,16:31,Run 6,20181117,Alive,phys no weigh,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,P22,Pacuta,20180905,1147,3,ATHC,Ambient,High,TP11,Molecular,9:49,NA,20181215,Alive,"re-extracted (515, 516, 623, 624; 659, 660, 675, 676); In Tank 3 20181118",In Transit to URI ,20190206,20191206,ES,"659, 660",57.5,120,6.7,YES,39.3,69,NA,90,90,95,95,5.175,3.537,11.4,6.555,Batch3,,
SITE 5,Reef.35.36,2,M13,Mcapitata,20180906,1237,3,ATHC,Ambient,High,TP11,Molecular,9:51,NA,20181215,Alive,In Tank 3 20181118,In Transit to URI ,20190206,20190926,ES,"471, 472",31.9,32.2,8.4,YES,17.5,18.4,8.3,90,90,95,95,2.871,1.575,3.059,1.748,Batch3,,
SITE 5,Reef.35.36,2,M15,Mcapitata,20180906,2188,11,ATHC,Ambient,High,TP11,Molecular,10:58,NA,20181215,Alive,recombined E1/E2 hard DNA 488; In Tank 11 20181118,In Transit to URI ,20190206,20191001,ES,"487, 488",17.6,13.4,9.2,YES,13.4,10.2,NA,90,90,95,95,1.584,1.206,1.273,0.969,Batch3,,
SITE 1,Lilipuna.Fringe,6,P55,Pacuta,20180908,2668,11,ATHC,Ambient,High,TP11,Molecular,10:52,NA,20181215,Alive,In Tank 11 20181118,In Transit to URI ,20190206,20191001,ES,"489, 490",28.3,90.6,9,YES,31.1,52.5,NA,90,90,95,95,2.547,2.799,8.607,4.9875,Batch3,,
SITE 6,Reef.42.43,8,M74,Mcapitata,20180905,2756,12,ATHC,Ambient,High,TP11,Molecular,11:14,NA,20181215,Alive,combined E1/E2 hard DNA 496; In Tank 12 20181118,In Transit to URI ,20190206,20191009,ES,"495, 496",29,37.4,9.2,YES,10.2,15.2,NA,90,90,95,95,2.61,0.918,3.553,1.444,Batch3,,
SITE 2,HIMB,5,P46,Pacuta,20180905,2879,12,ATHC,Ambient,High,TP11,Molecular,11:08,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,20190930,ES,"483, 484",34.1,94.1,8.4,YES,33.5,57.5,8.1,90,90,95,95,3.069,3.015,8.9395,5.4625,Batch3,,
SITE 2,HIMB,7,M69,Mcapitata,20180904,1230,3,ATHC,Ambient,High,TP11,Molecular BB,9:49,NA,20181215,Alive,In Tank 3 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,2,M17,Mcapitata,20180906,1255,3,ATHC,Ambient,High,TP11,Molecular BB,9:50,NA,20181215,Alive,In Tank 3 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,M38,Mcapitata,20180907,1719,11,ATHC,Ambient,High,TP11,Molecular BB,10:56,NA,20181215,Alive,In Tank 11 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,M36,Mcapitata,20180907,1734,12,ATHC,Ambient,High,TP11,Molecular BB,11:13,NA,20181215,Alive,phys no weigh; In Tank 12 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,8,M75,Mcapitata,20180910,2537,11,ATHC,Ambient,High,TP11,Molecular BB,11:00,NA,20181215,Alive,In Tank 11 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,M66,Mcapitata,20180910,2538,11,ATHC,Ambient,High,TP11,Molecular BB,10:59,NA,20181215,Alive,In Tank 11 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,M14,Mcapitata,20180910,2563,12,ATHC,Ambient,High,TP11,Molecular BB,11:19,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,1,M4,Mcapitata,20180908,2659,12,ATHC,Ambient,High,TP11,Molecular BB,11:20,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P13,Pacuta,20180907,2667,11,ATHC,Ambient,High,TP11,Molecular BB,10:51,NA,20181215,Alive,In Tank 11 20181118; off plug,In Transit to URI ,20190206,NA,KW,used to test FACS,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,P60,Pacuta,20180905,2730,11,ATHC,Ambient,High,TP11,Molecular BB,10:49,NA,20181215,Alive,phys no weigh; In Tank 11 20181118; off plug,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,M30,Mcapitata,20180905,2757,12,ATHC,Ambient,High,TP11,Molecular BB,11:19,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,2,M15,Mcapitata,20180905,2881,12,ATHC,Ambient,High,TP11,Molecular BB,9:33,NA,20181215,Alive,Not in Tank 12 20181118 - apparently it was,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P30,Pacuta,20180907,2983,12,ATHC,Ambient,High,TP11,Molecular BB,11:10,NA,20181215,Alive,In Tank 12 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,2,M20,Mcapitata,20180905,1142,3,ATHC,Ambient,High,TP11,Physiology,9:52,NA,20181215,Alive,In Tank 3 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
