Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,NCBI_Sample_Title,NCBI_Sample_Name,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link,host_subject_id,Project
SITE 3,Reef.18,3,P22,Pacuta,20180910,1451_ATHC_HoloInt,1451_ATHC,1451,3,ATHC,Ambient,High,6 week,Molecular,13:24,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190720,ES,"49, 50",39.3,29,7.7,YES,39.5,45.7,7.7,90,90,90,90,3.537,3.555,2.61,4.113,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,NA,HPW232,HoloInt
SITE 3,Reef.18,6,M51,Mcapitata,20180910,2302_ATAC_HoloInt,2302_ATAC,2302,6,ATAC,Ambient,Ambient,12 week,Molecular,11:33,NA,20181215,Alive,combined E1/E2 hard DNA 492; phys no weigh; In Tank 6 20181118,In Transit to URI,20190206,20191001,ES,"491, 492",12.25,17.7,8.7,YES,11.95,11.2,NA,90,90,95,95,1.1025,1.0755,1.6815,1.064,Batch3,NA,NA,HPW157,HoloInt
SITE 2,HIMB,5,M43,Mcapitata,20180904,1248_HTAC_HoloInt,1248_HTAC,1248,4,HTAC,High,Ambient,12 week,Molecular,10:42,NA,20181215,Alive,In Tank 4 20181118; combined E1 and E2 elutions,In Transit to URI,20190206,20191001,ES,"493, 494",15.45,14.4,8.6,YES,10.4,13.7,NA,100,90,95,95,1.3905,1.04,1.368,1.3015,Batch3,NA,NA,HPW143,HoloInt
SITE 6,Reef.42.43,8,M74,Mcapitata,20180905,2756_ATHC_HoloInt,2756_ATHC,2756,12,ATHC,Ambient,High,12 week,Molecular,11:14,NA,20181215,Alive,combined E1/E2 hard DNA 496; In Tank 12 20181118,In Transit to URI,20190206,20191009,ES,"495, 496",29,37.4,9.2,YES,10.2,15.2,NA,90,90,95,95,2.61,0.918,3.553,1.444,Batch3,NA,NA,HPW144,HoloInt
SITE 4,Reef.11.13,4,P32,Pacuta,20180907,1416_HTHC_HoloInt,1416_HTHC,1416,5,HTHC,High,High,12 week,Molecular,10:43,NA,20181215,Alive,combined E1/E2 hard DNA 498; phys no weigh; In Tank 5 20181118,In Transit to URI,20190206,20191009,ES,"497, 498",16.75,61.2,9,YES,7.1,22.7,NA,90,90,95,95,1.5075,0.639,5.814,2.1565,Batch3,NA,NA,HPW107,HoloInt
SITE 2,HIMB,1,P4,Pacuta,20180905,2185_HTHC_HoloInt,2185_HTHC,2185,10,HTHC,High,High,12 week,Molecular,11:02,NA,20181215,Alive,In Tank 10 20181118,In Transit to URI,20190206,20191009,ES,"499, 500",26.8,49.2,9.1,YES,15.9,28.3,NA,90,90,95,95,2.412,1.431,4.674,2.6885,Batch3,NA,NA,HPW083,HoloInt
SITE 3,Reef.18,8,P71,Pacuta,20180910,2005_HTAC_HoloInt,2005_HTAC,2005,4,HTAC,High,Ambient,0 hour,Molecular,7:14,NA,20180922,Alive,NA,In Freezer at URI,20181002,20190718,ES,"5, 6",42.4,41.2,8.2,YES,30.3,37.8,8.1,90,90,90,90,3.816,2.727,3.708,3.402,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,NA,HPW285,HoloInt
SITE 2,HIMB,1,M1,Mcapitata,20180904,1270_HTHC_HoloInt,1270_HTHC,1270,5,HTHC,High,High,12 week,Molecular,10:47,NA,20181215,Alive,In Tank 5 20181118,In Transit to URI,20190206,20191009,ES,"501, 502",42,39.3,8.9,YES,24.7,24.2,NA,90,90,95,95,3.78,2.223,3.7335,2.299,Batch3,NA,NA,HPW114,HoloInt
SITE 6,Reef.42.43,2,P15,Pacuta,20180905,1596_HTAC_HoloInt,1596_HTAC,1596,4,HTAC,High,Ambient,12 week,Molecular,10:36,NA,20181215,Alive,In Tank 4 20181118,In Transit to URI,20190206,20191009,ES,"503, 504",27.8,69.9,9.5,YES,13.1,44.5,NA,90,90,95,95,2.502,1.179,6.6405,4.2275,Batch3,NA,NA,HPW161,HoloInt
SITE 5,Reef.35.36,3,M27,Mcapitata,20180906,1452_ATAC_HoloInt,1452_ATAC,1452,6,ATAC,Ambient,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"505, 506",32.6,35,9.2,YES,22.8,**,NA,90,90,95,95,2.934,2.052,3.325,#VALUE!,Batch3,NA,NA,HPW291,HoloInt
SITE 6,Reef.42.43,4,M31,Mcapitata,20180905,2190_HTHC_HoloInt,2190_HTHC,2190,10,HTHC,High,High,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"507, 508",47.9,12.4,9.1,YES,20.4,23.7,NA,90,90,95,95,4.311,1.836,1.178,2.2515,Batch3,NA,NA,HPW233,HoloInt
SITE 2,HIMB,3,M25,Mcapitata,20180904,1140_HTHC_HoloInt,1140_HTHC,1140,2,HTHC,High,High,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"509, 510",23.7,20.5,9.3,YES,14.5,15.5,NA,90,90,95,95,2.133,1.305,1.9475,1.4725,Batch3,NA,NA,HPW252,HoloInt
SITE 1,Lilipuna.Fringe,7,P62,Pacuta,20180908,1418_HTHC_HoloInt,1418_HTHC,1418,5,HTHC,High,High,6 hour,Molecular,13:42,NA,20180922,Alive,NA,In Freezer at URI,20181210,20190720,ES,"51, 52",31.9,57.8,7.4,YES,31.2,45.4,7,90,90,90,90,2.871,2.808,5.202,4.086,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,NA,HPW209,HoloInt
SITE 2,HIMB,1,M6,Mcapitata,20180904,1632_HTAC_HoloInt,1632_HTAC,1632,7,HTAC,High,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,combined E1/E2 hard DNA 512; 2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"511, 512",32.4,23.3,9.4,YES,13.7,20.8,NA,90,90,95,95,2.916,1.233,2.2135,1.976,Batch3,NA,NA,HPW188,HoloInt
SITE 6,Reef.42.43,2,M14,Mcapitata,20180905,1120_ATAC_HoloInt,1120_ATAC,1120,1,ATAC,Ambient,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191014,ES,"517, 518",25.1,10.7,9.1,YES,13.1,**,NA,90,90,95,95,2.259,1.179,1.0165,#VALUE!,Batch3,NA,NA,HPW193,HoloInt
SITE 6,Reef.42.43,6,M55,Mcapitata,20180905,2731_ATHC_HoloInt,2731_ATHC,2731,11,ATHC,Ambient,High,6 hour,Molecular,13:34,NA,20180922,Alive,"re-extracted (47, 48, 519, 520)",In Freezer at URI,20181210,20191105,ES,"519, 520",21.3,23.4,8.4,YES,24.9,15.8,**,90,90,90,90,1.917,2.241,2.106,1.422,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,NA,HPW261,HoloInt
SITE 6,Reef.42.43,4,M34,Mcapitata,20180905,2736_ATHC_HoloInt,2736_ATHC,2736,11,ATHC,Ambient,High,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"527, 528",20.5,20,8.3,YES,11.25,13.9,NA,90,90,95,95,1.845,1.0125,1.9,1.3205,Batch3,NA,NA,HPW283,HoloInt
SITE 3,Reef.18,1,M10,Mcapitata,20180910,1729_HTAC_HoloInt,1729_HTAC,1729,4,HTAC,High,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"529, 530",28.8,23.1,9.1,YES,19.95,14.8,NA,90,90,95,95,2.592,1.7955,2.1945,1.406,Batch3,NA,NA,HPW294,HoloInt
SITE 3,Reef.18,1,P10,Pacuta,20180910,1459_ATHC_HoloInt,1459_ATHC,1459,3,ATHC,Ambient,High,4 week,Molecular,13:26,NA,20181020,Alive,NA,In Freezer at URI,20181210,20190722,ES,"53, 54",57.2,56.7,7,YES,**,33.6,6.9,90,90,90,90,5.148,#VALUE!,5.103,3.024,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW182,HoloInt
SITE 6,Reef.42.43,7,M65,Mcapitata,20180905,2007_HTAC_HoloInt,2007_HTAC,2007,9,HTAC,High,Ambient,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"533, 534",17.95,11.5,9,YES,12.2,15.5,NA,90,90,95,95,1.6155,1.098,1.0925,1.4725,Batch3,NA,NA,HPW246,HoloInt
SITE 2,HIMB,6,M60,Mcapitata,20180904,1154_ATHC_HoloInt,1154_ATHC,1154,3,ATHC,Ambient,High,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"535, 536",33.5,16.8,8.8,YES,13.15,12.6,NA,90,90,95,95,3.015,1.1835,1.596,1.197,Batch3,NA,NA,HPW256,HoloInt
SITE 2,HIMB,2,M20,Mcapitata,20180904,1274_HTHC_HoloInt,1274_HTHC,1274,5,HTHC,High,High,16 week,Molecular,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20911105,ES,"537, 538",28.1,22.6,8.9,YES,19.85,13.3,NA,90,90,95,95,2.529,1.7865,2.147,1.2635,Batch3,NA,NA,HPW292,HoloInt
SITE 5,Reef.35.36,7,P64,Pacuta,20180906,1302_HTAC_HoloInt,1302_HTAC,1302,4,HTAC,High,Ambient,6 week,Molecular,13:36,NA,20181103,Alive,"EXT ID 163, 164; 539, 540",In Freezer at URI,20181127,20191111,ES,"539, 540",47.3,31.6,8.2,YES,15.55,18.3,7.4,90,90,95,95,4.257,1.3995,3.002,1.7385,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,NA,HPW304,HoloInt
SITE 3,Reef.18,5,M43,Mcapitata,20180910,2555_ATHC_HoloInt,2555_ATHC,2555,12,ATHC,Ambient,High,1 week,Molecular,13:18,NA,20180929,Alive,"re-extracted (217, 218, 549, 550)",In Freezer at URI,20181219,20191111,ES,"549, 550",24.8,15,9.1,YES,19.85,13.9,NA,90,90,95,95,2.232,1.7865,1.425,1.3205,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW279,HoloInt
SITE 6,Reef.42.43,7,M68,Mcapitata,20180905,2735_ATHC_HoloInt,2735_ATHC,2735,11,ATHC,Ambient,High,4 week,Molecular,13:39,NA,20181020,Alive,"re-extracted (185, 186, 553, 554)",In Freezer at URI,20181210,20191111,ES,"553, 554",27.8,14.3,9.1,YES,16.3,10.2,NA,90,90,95,95,2.502,1.467,1.3585,0.969,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW104,HoloInt
SITE 1,Lilipuna.Fringe,4,M37,Mcapitata,20180908,2009_HTHC_HoloInt,2009_HTHC,2009,10,HTHC,High,High,6 week,Molecular,13:21,NA,20181103,Alive,"re-extracted (199, 200, 557, 558)",In Freezer at URI,20181127,20191111,ES,"557, 558",85.7,36.4,9,YES,30.6,10.3,NA,90,90,95,95,7.713,2.754,3.458,0.9785,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW243,HoloInt
SITE 2,HIMB,7,M62,Mcapitata,20180904,1628_ATAC_HoloInt,1628_ATAC,1628,6,ATAC,Ambient,Ambient,6 hour,Molecular,13:40,NA,20180922,Alive,"extracted 20190722, 20190903, 20190904; 20191113",In Freezer at URI,20181210,20191113,MS,"563, 564",47.9,45,8.1,YES,26.2,22.2,NA,90,90,95,95,4.311,2.358,4.275,2.109,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW238,HoloInt
SITE 6,Reef.42.43,6,P55,Pacuta,20180905,2733_ATHC_HoloInt,2733_ATHC,2733,11,ATHC,Ambient,High,12 hour,Molecular,19:31,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191113,MS,"565, 566",48.6,23.6,7.8,YES,32.8,14.15,NA,90,90,95,95,4.374,2.952,2.242,1.34425,Batch3,NA,NA,HPW227,HoloInt
SITE 5,Reef.35.36,4,P38,Pacuta,20180906,1169_HTHC_HoloInt,1169_HTHC,1169,2,HTHC,High,High,12 hour,Molecular,19:35,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191113,MS,"567, 568",40.8,46.2,7.9,YES,28.4,26.4,NA,90,90,95,95,3.672,2.556,4.389,2.508,Batch3,NA,NA,HPW273,HoloInt
SITE 5,Reef.35.36,5,M44,Mcapitata,20180906,1289_HTAC_HoloInt,1289_HTAC,1289,4,HTAC,High,Ambient,6 hour,Molecular,13:14,NA,20180922,Alive,"re-extracted (245, 246, 569, 570)",In Freezer at URI,20181210,20191113,MS,"569, 570",23.9,14.1,8.6,YES,14.3,7.91,NA,90,90,95,95,2.151,1.287,1.3395,0.75145,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,NA,HPW203,HoloInt
SITE 5,Reef.35.36,7,M69,Mcapitata,20180906,1420_ATAC_HoloInt,1420_ATAC,1420,6,ATAC,Ambient,Ambient,6 week,Molecular,13:40,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190722,ES,"57, 58",34.6,37.2,8.4,YES,20.9,18.6,8.5,90,90,90,90,3.114,1.881,3.348,1.674,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW213,HoloInt
SITE 6,Reef.42.43,4,M33,Mcapitata,20180905,1124_HTHC_HoloInt,1124_HTHC,1124,2,HTHC,High,High,12 hour,Molecular,19:37,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191113,MS,"573, 574",27.8,16.65,8.8,YES,18.9,10.2,NA,90,90,95,95,2.502,1.701,1.58175,0.969,Batch3,NA,NA,HPW274,HoloInt
SITE 5,Reef.35.36,7,M67,Mcapitata,20180906,1221_ATHC_HoloInt,1221_ATHC,1221,3,ATHC,Ambient,High,12 hour,Molecular,19:14,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191121,ES,"575, 576",18.8,18.95,8.4,YES,11.65,8.34,NA,90,90,95,95,1.692,1.0485,1.80025,0.7923,Batch3,NA,NA,HPW321,HoloInt
SITE 5,Reef.35.36,2,M12,Mcapitata,20180906,1108_ATAC_HoloInt,1108_ATAC,1108,1,ATAC,Ambient,Ambient,12 hour,Molecular,19:19,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191121,ES,"577, 578",20.9,10.9,8.7,YES,13.15,6.26,NA,90,90,95,95,1.881,1.1835,1.0355,0.5947,Batch3,NA,NA,HPW315,HoloInt
SITE 6,Reef.42.43,5,P44,Pacuta,20180905,2195_HTHC_HoloInt,2195_HTHC,2195,10,HTHC,High,High,12 hour,Molecular,19:29,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191121,ES,"579, 580",71.3,38.3,8.3,YES,30,16.4,NA,90,90,95,95,6.417,2.7,3.6385,1.558,Batch3,NA,NA,HPW305,HoloInt
SITE 5,Reef.35.36,4,P36,Pacuta,20180906,1571_HTAC_HoloInt,1571_HTAC,1571,7,HTAC,High,Ambient,30 hour,Molecular,13:16,NA,20180923,Alive,NA,In Freezer at URI,20181210,20191121,ES,"581, 582",61.5,29.2,8.2,YES,25.7,18.4,NA,90,90,95,95,5.535,2.313,2.774,1.748,Batch3,NA,NA,HPW126,HoloInt
SITE 6,Reef.42.43,4,P31,Pacuta,20180905,1762_ATAC_HoloInt,1762_ATAC,1762,6,ATAC,Ambient,Ambient,12 hour,Molecular,19:24,NA,20180922,Alive,NA,In Freezer at URI,20181210,20191121,ES,"583, 584",20.4,16.75,9.1,YES,18.85,14.6,NA,90,90,95,95,1.836,1.6965,1.59125,1.387,Batch3,NA,NA,HPW211,HoloInt
SITE 5,Reef.35.36,6,P53,Pacuta,20180906,1468_ATAC_HoloInt,1468_ATAC,1468,6,ATAC,Ambient,Ambient,1 week,Molecular,13:19,NA,20180929,Alive,"re-extracted (255, 256, 587, 588); combined hard DNA E1/E2; green columns used for DNA, DNA/RNA shield used as wash for DNA for 255, 256",In Freezer at URI,20181219,20191121,ES,"587, 588",26.8,35.8,8.4,YES,15.95,18.7,NA,90,90,95,95,2.412,1.4355,3.401,1.7765,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,NA,HPW317,HoloInt
SITE 5,Reef.35.36,4,P35,Pacuta,20180906,2979_ATHC_HoloInt,2979_ATHC,2979,12,ATHC,Ambient,High,6 week,Molecular,13:13,NA,20181103,Alive,NA,In Freezer at URI,20181127,20190722,ES,"59, 60",19.1,36.4,7.6,YES,32.2,26,6.8,90,90,90,90,1.719,2.898,3.276,2.34,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW242,HoloInt
SITE 1,Lilipuna.Fringe,4,P40,Pacuta,20180908,1709_HTHC_HoloInt,1709_HTHC,1709,10,HTHC,High,High,4 week,Molecular,13:19,NA,20181020,Alive,"re-extracted (257, 258, 591, 592); green columns used for DNA, DNA/RNA shield used as wash for DNA for 257, 258",In Freezer at URI,20181210,20191121,ES,"591, 592",28.8,44,8.9,YES,20,21.5,NA,90,90,95,95,2.592,1.8,4.18,2.0425,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,NA,HPW179,HoloInt
SITE 1,Lilipuna.Fringe,2,M18,Mcapitata,20180908,1583_HTAC_HoloInt,1583_HTAC,1583,7,HTAC,High,Ambient,30 hour,Molecular,13:17,NA,20180923,Alive,"re-extracted (219, 220, 593, 594)",In Freezer at URI; shipped 20190118,NA,20191121,ES,"593, 594",21.2,11.05,8.9,YES,12,6.4,NA,90,90,95,95,1.908,1.08,1.04975,0.608,Batch3,NA,NA,HPW178,HoloInt
SITE 5,Reef.35.36,2,M14,Mcapitata,20180906,2737_ATHC_HoloInt,2737_ATHC,2737,11,ATHC,Ambient,High,8 week,Molecular,13:43,NA,20181117,Alive,"re-extracted (165, 166, 595, 596)",In Freezer at URI,20181127,20191125,MS,"595, 596",22.1,19.5,8.9,YES,12.05,11.6,NA,90,90,95,95,1.989,1.0845,1.8525,1.102,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,NA,HPW127,HoloInt
SITE 4,Reef.11.13,2,M11,Mcapitata,20180907,1078_HTHC_HoloInt,1078_HTHC,1078,2,HTHC,High,High,6 week,Molecular,13:32,NA,20181103,Alive,"re-extracted (189, 190, 597, 598); 598 is E1/E2",In Freezer at URI,20181127,20191125,MS,"597, 598",15.65,9.8,10.2,YES,13.1,5.39,NA,90,90,95,95,1.4085,1.179,0.931,0.51205,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW280,HoloInt
SITE 6,Reef.42.43,4,M35,Mcapitata,20180905,1610_ATAC_HoloInt,1610_ATAC,1610,6,ATAC,Ambient,Ambient,30 hour,Molecular,13:15,NA,20180923,Alive,"re-extracted (195, 196, 599, 600); 600 is E1/E2",In Freezer at URI,20181210,20191125,MS,"599, 600",12.6,11.4,8.8,YES,11.05,6.83,NA,90,90,95,95,1.134,0.9945,1.083,0.64885,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW131,HoloInt
SITE 5,Reef.35.36,2,M11,Mcapitata,20180906,2016_ATHC_HoloInt,2016_ATHC,2016,11,ATHC,Ambient,High,1 week,Molecular,13:16,NA,20180929,Alive,"re-extracted (223, 224, 603, 604)",In Freezer at URI,20181219,20191125,MS,"603, 604",22.2,26.4,8.6,YES,15.95,9.39,NA,90,90,95,95,1.998,1.4355,2.508,0.89205,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW289,HoloInt
SITE 5,Reef.35.36,2,M16,Mcapitata,20180906,1269_HTAC_HoloInt,1269_HTAC,1269,4,HTAC,High,Ambient,12 hour,Molecular,19:11,NA,20180922,Alive,"re-extracted (289, 290, 605, 606); combined hard E1 and E2",In Freezer at URI,20181210,20191202,ES,"605, 606",23,16.75,8.6,YES,12.9,8.95,NA,90,90,95,95,2.07,1.161,1.59125,0.85025,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,NA,HPW306,HoloInt
SITE 5,Reef.35.36,5,M41,Mcapitata,20180906,1722_HTAC_HoloInt,1722_HTAC,1722,9,HTAC,High,Ambient,2 week,Molecular,13:08,NA,20181006,Alive,"re-extracted (283, 284, 607, 608)",In Freezer at HIMB,TBD,20191202,ES,"607, 608",26.4,37.1,8.9,YES,18.4,11.25,NA,90,90,95,95,2.376,1.656,3.5245,1.06875,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,NA,HPW110,HoloInt
SITE 5,Reef.35.36,6,M59,Mcapitata,20180906,1455_ATAC_HoloInt,1455_ATAC,1455,6,ATAC,Ambient,Ambient,2 week,Molecular,13:20,NA,20181006,Alive,"re-extracted (285, 286, 609, 610)",In Freezer at HIMB,TBD,20191202,ES,"609, 610",19.55,17.45,9.1,YES,12.45,10.2,NA,90,90,95,95,1.7595,1.1205,1.65775,0.969,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,NA,HPW117,HoloInt
SITE 2,HIMB,5,M50,Mcapitata,20180904,1277_HTHC_HoloInt,1277_HTHC,1277,5,HTHC,High,High,6 hour,Molecular,13:44,NA,20180922,Alive,"re-extracted (259, 260, 619, 620); green columns used for DNA, DNA/RNA shield used as wash for DNA (259, 260)",In Freezer at URI,20181210,20191202,ES,"619, 620",19.55,15.95,8.9,YES,14.7,15.2,NA,90,90,95,95,1.7595,1.323,1.51525,1.444,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,NA,HPW311,HoloInt
SITE 2,HIMB,5,M47,Mcapitata,20180904,1236_HTAC_HoloInt,1236_HTAC,1236,4,HTAC,High,Ambient,0 hour,Molecular,7:16,NA,20180922,Alive,"re-extracted (461, 462, 621, 622); very dark brown, almost black in color",In Freezer at URI,20181002,20191202,ES,"621, 622",0.294,9.38,**,NA,0.224,7.6,NA,90,90,95,95,0.02646,0.02016,0.8911,0.722,replaced with phys fragment,NA,NA,NA,HoloInt
SITE 1,Lilipuna.Fringe,4,M34,Mcapitata,20180908,1315_HTAC_HoloInt,1315_HTAC,1315,4,HTAC,High,Ambient,8 week,Molecular,13:14,NA,20181117,Alive,"re-extracted (191, 192, 551, 552, 625, 626)",In Freezer at URI,20181127,20191204,ES,"625, 626",43.7,23.7,8.5,YES,23.8,14.85,NA,90,90,95,95,3.933,2.142,2.2515,1.41075,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW113,HoloInt
SITE 5,Reef.35.36,4,M40,Mcapitata,20180906,1083_ATAC_HoloInt,1083_ATAC,1083,1,ATAC,Ambient,Ambient,4 week,Molecular,13:34,NA,20181020,Alive,"re-extracted (229, 230, 629, 630)",In Freezer at URI,20181210,20191204,ES,"629, 630",21.8,15.35,8.6,YES,25.4,9.1,NA,90,90,95,95,1.962,2.286,1.45825,0.8645,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,NA,HPW108,HoloInt
SITE 3,Reef.18,6,M52,Mcapitata,20180910,2380_HTAC_HoloInt,2380_HTAC,2380,7,HTAC,High,Ambient,12 week,Molecular,10:16,NA,20181215,Alive,"re-extracted (475, 476, 633, 634); In Tank 7 20181118",In Transit to URI,20190206,20191204,ES,"633, 634",23.1,18.85,8.8,YES,22.4,14.6,NA,90,90,95,95,2.079,2.016,1.79075,1.387,Batch3,NA,NA,HPW105,HoloInt
SITE 3,Reef.18,4,M34,Mcapitata,20180910,2410_HTAC_HoloInt,2410_HTAC,2410,9,HTAC,High,Ambient,4 week,Molecular,13:27,NA,20181020,Alive,"re-extracted (179, 180, 547, 548, 635, 636); phys no weigh; need to confirm in tank",In Freezer at URI,20181210,20191204,ES,"635, 636",35.7,12.1,8.5,YES,18.2,8.64,NA,90,90,95,95,3.213,1.638,1.1495,0.8208,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,NA,HPW060,HoloInt
SITE 6,Reef.42.43,6,M54,Mcapitata,20180905,2021_HTAC_HoloInt,2021_HTAC,2021,9,HTAC,High,Ambient,6 hour,Molecular,13:37,NA,20180922,Alive,"re-extracted (55, 56, 523, 524, 637, 638); 638 is E1/E2",In Freezer at URI,20181210,20191204,ES,"637, 638",51.2,17.65,8.5,YES,13.75,16.35,NA,90,90,90,90,4.608,1.2375,1.5885,1.4715,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,NA,HPW314,HoloInt
