accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	chem_administration	depth	elev	gravidity	host_age	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_product	host_body_temp	host_color	host_diet	host_disease	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_height	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_phenotype	host_sex	host_shape	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	isolation_source	misc_param	omics_observ_id	organism_count	oxy_stat_samp	perturbation	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	source_material_id	temp	description
SAMN21362919	Successfully loaded	1610_ATAC_ITS2	1610_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		208 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362919	We will automatically transform the attribute value(s) you provided as follows.	1610_ATAC_ITS2	1610_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		208 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362920	Successfully loaded	2016_ATHC_ITS2	2016_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		209 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362920	We will automatically transform the attribute value(s) you provided as follows.	2016_ATHC_ITS2	2016_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		209 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362921	Successfully loaded	1269_HTAC_ITS2	1269_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		210 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362921	We will automatically transform the attribute value(s) you provided as follows.	1269_HTAC_ITS2	1269_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		210 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362922	Successfully loaded	1722_HTAC_ITS2	1722_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		211 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362922	We will automatically transform the attribute value(s) you provided as follows.	1722_HTAC_ITS2	1722_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		211 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362923	Successfully loaded	1455_ATAC_ITS2	1455_ATAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		212 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 2 week
SAMN21362923	We will automatically transform the attribute value(s) you provided as follows.	1455_ATAC_ITS2	1455_ATAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		212 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 2 week
SAMN21362924	Successfully loaded	1277_HTHC_ITS2	1277_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		213 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362924	We will automatically transform the attribute value(s) you provided as follows.	1277_HTHC_ITS2	1277_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		213 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362925	Successfully loaded	1315_HTAC_ITS2	1315_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		214 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362925	We will automatically transform the attribute value(s) you provided as follows.	1315_HTAC_ITS2	1315_HTAC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		214 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 8 week
SAMN21362926	Successfully loaded	1083_ATAC_ITS2	1083_ATAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		215 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 4 week
SAMN21362926	We will automatically transform the attribute value(s) you provided as follows.	1083_ATAC_ITS2	1083_ATAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		215 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 4 week
SAMN21362927	Successfully loaded	2380_HTAC_ITS2	2380_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		216 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362927	We will automatically transform the attribute value(s) you provided as follows.	2380_HTAC_ITS2	2380_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		216 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362928	Successfully loaded	2410_HTAC_ITS2	2410_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		217 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362928	We will automatically transform the attribute value(s) you provided as follows.	2410_HTAC_ITS2	2410_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		217 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362929	Successfully loaded	2021_HTAC_ITS2	2021_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		218 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362929	We will automatically transform the attribute value(s) you provided as follows.	2021_HTAC_ITS2	2021_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		218 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362930	Successfully loaded	1121_ATAC_ITS2	1121_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		219 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362930	We will automatically transform the attribute value(s) you provided as follows.	1121_ATAC_ITS2	1121_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		219 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362931	Successfully loaded	1329_HTAC_ITS2	1329_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		220 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362931	We will automatically transform the attribute value(s) you provided as follows.	1329_HTAC_ITS2	1329_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		220 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362932	Successfully loaded	1332_HTHC_ITS2	1332_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		221 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362932	We will automatically transform the attribute value(s) you provided as follows.	1332_HTHC_ITS2	1332_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		221 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362933	Successfully loaded	1212_ATHC_ITS2	1212_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		222 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362933	We will automatically transform the attribute value(s) you provided as follows.	1212_ATHC_ITS2	1212_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		222 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362934	Successfully loaded	2753_ATHC_ITS2	2753_ATHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		223 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 4 week
SAMN21362934	We will automatically transform the attribute value(s) you provided as follows.	2753_ATHC_ITS2	2753_ATHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		223 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 4 week
SAMN21362935	Successfully loaded	2513_HTAC_ITS2	2513_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		224 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362935	We will automatically transform the attribute value(s) you provided as follows.	2513_HTAC_ITS2	2513_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		224 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362936	Successfully loaded	1481_HTAC_ITS2	1481_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		225 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362936	We will automatically transform the attribute value(s) you provided as follows.	1481_HTAC_ITS2	1481_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		225 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362937	Successfully loaded	1588_HTAC_ITS2	1588_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		226 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362937	We will automatically transform the attribute value(s) you provided as follows.	1588_HTAC_ITS2	1588_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		226 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362938	Successfully loaded	2511_HTHC_ITS2	2511_HTHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		227 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 week
SAMN21362938	We will automatically transform the attribute value(s) you provided as follows.	2511_HTHC_ITS2	2511_HTHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		227 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 week
SAMN21362939	Successfully loaded	1147_ATHC_ITS2	1147_ATHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		228 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 week
SAMN21362939	We will automatically transform the attribute value(s) you provided as follows.	1147_ATHC_ITS2	1147_ATHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		228 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 week
SAMN21362940	Successfully loaded	1229_ATHC_ITS2	1229_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		229 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362940	We will automatically transform the attribute value(s) you provided as follows.	1229_ATHC_ITS2	1229_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		229 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362941	Successfully loaded	1689_HTHC_ITS2	1689_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		230 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362941	We will automatically transform the attribute value(s) you provided as follows.	1689_HTHC_ITS2	1689_HTHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		230 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 8 week
SAMN21362942	Successfully loaded	1204_ATHC_ITS2	1204_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		231 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362942	We will automatically transform the attribute value(s) you provided as follows.	1204_ATHC_ITS2	1204_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		231 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362943	Successfully loaded	1609_ATAC_ITS2	1609_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		232 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 hour
SAMN21362943	We will automatically transform the attribute value(s) you provided as follows.	1609_ATAC_ITS2	1609_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		232 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 hour
SAMN21362944	Successfully loaded	2534_ATHC_ITS2	2534_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		233 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362944	We will automatically transform the attribute value(s) you provided as follows.	2534_ATHC_ITS2	2534_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		233 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362945	Successfully loaded	1235_HTAC_ITS2	1235_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		234 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362945	We will automatically transform the attribute value(s) you provided as follows.	1235_HTAC_ITS2	1235_HTAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		234 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 4 week
SAMN21362946	Successfully loaded	2403_ATAC_ITS2	2403_ATAC_HoloInt		metagenome	2019-01-12T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		235 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 16 week
SAMN21362946	We will automatically transform the attribute value(s) you provided as follows.	2403_ATAC_ITS2	2403_ATAC_HoloInt		metagenome	2019-01-12T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		235 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 16 week
SAMN21362947	Successfully loaded	1321_HTAC_ITS2	1321_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		236 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
SAMN21362947	We will automatically transform the attribute value(s) you provided as follows.	1321_HTAC_ITS2	1321_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		236 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
